Meal_ID,Dish_Name,Cuisine_Type,Meal_Type,Dietary_Preference,Main_Ingredients,Calories_per_Serving,Protein_Content(g),Difficulty_Level,Occasion_Type
M0253,Chicken Chettinad,South Indian,Lunch,High-Protein,"Chicken, Coconut, Spices",367,19,Medium,Festive
M0254,Chicken Chettinad,South Indian,Snack,Keto,"Chicken, Coconut, Spices",502,26,Medium,Daily
M0255,Fish Curry,South Indian,Breakfast,Vegan,"Fish, Tamarind, Spices",526,24,Medium,Daily
M0256,Fish Curry,South Indian,Snack,Keto,"Fish, Tamarind, Spices",377,7,Hard,Party
M0257,Pongal,South Indian,Snack,Keto,"Rice, Moong Dal, Ghee",855,17,Medium,Festive
M0258,Masala Dosa,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Potato",409,36,Medium,Daily
M0259,Fish Curry,South Indian,Breakfast,Keto,"Fish, Tamarind, Spices",629,38,Easy,Party
M0260,Vada,South Indian,Snack,Keto,"Lentils, Spices",500,8,Easy,Party
M0261,Chicken Chettinad,South Indian,Dinner,Non-Vegetarian,"Chicken, Coconut, Spices",676,41,Hard,Restaurant-Special
M0262,Chicken Chettinad,South Indian,Lunch,High-Protein,"Chicken, Coconut, Spices",163,9,Easy,Festive
M0263,Curd Rice,South Indian,Breakfast,Vegetarian,"Rice, Curd, Spices",549,37,Medium,Festive
M0264,Lemon Rice,South Indian,Breakfast,Vegan,"Rice, Lemon, Spices",327,14,Easy,Festive
M0265,Curd Rice,South Indian,Lunch,High-Protein,"Rice, Curd, Spices",692,23,Medium,Restaurant-Special
M0266,Lemon Rice,South Indian,Dinner,Vegetarian,"Rice, Lemon, Spices",748,36,Medium,Daily
M0267,Chicken Chettinad,South Indian,Breakfast,Non-Vegetarian,"Chicken, Coconut, Spices",823,20,Hard,Daily
M0268,Pongal,South Indian,Breakfast,Non-Vegetarian,"Rice, Moong Dal, Ghee",670,14,Easy,Restaurant-Special
M0269,Masala Dosa,South Indian,Lunch,Keto,"Rice, Lentils, Potato",588,12,Hard,Restaurant-Special
M0270,Lemon Rice,South Indian,Dinner,Vegan,"Rice, Lemon, Spices",175,44,Hard,Party
M0271,Lemon Rice,South Indian,Breakfast,Vegetarian,"Rice, Lemon, Spices",601,17,Medium,Daily
M0272,Curd Rice,South Indian,Dinner,Non-Vegetarian,"Rice, Curd, Spices",207,44,Medium,Daily
M0273,Curd Rice,South Indian,Dinner,Vegan,"Rice, Curd, Spices",864,8,Medium,Restaurant-Special
M0274,Vada,South Indian,Breakfast,High-Protein,"Lentils, Spices",309,11,Easy,Party
M0275,Lemon Rice,South Indian,Lunch,Vegetarian,"Rice, Lemon, Spices",629,29,Easy,Party
M0276,Curd Rice,South Indian,Breakfast,Gluten-Free,"Rice, Curd, Spices",820,38,Easy,Daily
M0277,Idli Sambar,South Indian,Breakfast,Gluten-Free,"Rice, Lentils, Vegetables",196,35,Medium,Party
M0278,Masala Dosa,South Indian,Lunch,Keto,"Rice, Lentils, Potato",586,15,Medium,Party
M0279,Fish Curry,South Indian,Lunch,Keto,"Fish, Tamarind, Spices",639,19,Easy,Restaurant-Special
M0280,Vada,South Indian,Dinner,High-Protein,"Lentils, Spices",651,29,Hard,Daily
M0281,Fish Curry,South Indian,Lunch,Non-Vegetarian,"Fish, Tamarind, Spices",566,27,Hard,Party
M0282,Fish Curry,South Indian,Dinner,Non-Vegetarian,"Fish, Tamarind, Spices",606,39,Easy,Restaurant-Special
M0283,Upma,South Indian,Snack,High-Protein,"Rava, Vegetables, Spices",602,29,Hard,Daily
M0284,Pongal,South Indian,Lunch,High-Protein,"Rice, Moong Dal, Ghee",526,38,Hard,Party
M0285,Vada,South Indian,Breakfast,Vegan,"Lentils, Spices",543,23,Easy,Restaurant-Special
M0286,Masala Dosa,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Potato",584,28,Easy,Party
M0287,Vada,South Indian,Snack,Vegan,"Lentils, Spices",152,32,Medium,Daily
M0288,Curd Rice,South Indian,Breakfast,Keto,"Rice, Curd, Spices",260,10,Medium,Festive
M0289,Vada,South Indian,Lunch,Non-Vegetarian,"Lentils, Spices",532,25,Medium,Restaurant-Special
M0290,Pongal,South Indian,Dinner,Non-Vegetarian,"Rice, Moong Dal, Ghee",678,42,Easy,Party
M0291,Upma,South Indian,Lunch,Vegetarian,"Rava, Vegetables, Spices",390,40,Medium,Festive
M0292,Vada,South Indian,Snack,Keto,"Lentils, Spices",200,41,Medium,Restaurant-Special
M0293,Lemon Rice,South Indian,Snack,High-Protein,"Rice, Lemon, Spices",167,3,Hard,Festive
M0294,Rasam Rice,South Indian,Lunch,Gluten-Free,"Tamarind, Tomato, Spices",847,7,Easy,Festive
M0295,Masala Dosa,South Indian,Lunch,Vegan,"Rice, Lentils, Potato",209,5,Hard,Restaurant-Special
M0296,Masala Dosa,South Indian,Dinner,Non-Vegetarian,"Rice, Lentils, Potato",445,33,Medium,Restaurant-Special
M0297,Upma,South Indian,Lunch,Vegan,"Rava, Vegetables, Spices",613,15,Medium,Party
M0298,Idli Sambar,South Indian,Breakfast,Vegan,"Rice, Lentils, Vegetables",808,32,Easy,Restaurant-Special
M0299,Chicken Chettinad,South Indian,Breakfast,Vegan,"Chicken, Coconut, Spices",521,9,Medium,Daily
M0300,Fish Curry,South Indian,Dinner,High-Protein,"Fish, Tamarind, Spices",764,27,Hard,Restaurant-Special
M0301,Curd Rice,South Indian,Snack,Vegan,"Rice, Curd, Spices",230,7,Hard,Party
M0302,Lemon Rice,South Indian,Breakfast,Non-Vegetarian,"Rice, Lemon, Spices",883,24,Hard,Daily
M0303,Pongal,South Indian,Breakfast,Vegan,"Rice, Moong Dal, Ghee",812,32,Easy,Festive
M0304,Upma,South Indian,Dinner,Vegan,"Rava, Vegetables, Spices",885,33,Easy,Restaurant-Special
M0305,Fish Curry,South Indian,Snack,Keto,"Fish, Tamarind, Spices",683,45,Medium,Daily
M0306,Fish Curry,South Indian,Breakfast,Gluten-Free,"Fish, Tamarind, Spices",292,9,Medium,Festive
M0307,Idli Sambar,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Vegetables",311,12,Medium,Festive
M0308,Pongal,South Indian,Lunch,Vegetarian,"Rice, Moong Dal, Ghee",709,28,Medium,Festive
M0309,Vada,South Indian,Breakfast,High-Protein,"Lentils, Spices",367,3,Hard,Daily
M0310,Chicken Chettinad,South Indian,Snack,Vegetarian,"Chicken, Coconut, Spices",411,24,Hard,Daily
M0311,Idli Sambar,South Indian,Snack,Non-Vegetarian,"Rice, Lentils, Vegetables",732,29,Easy,Restaurant-Special
M0312,Masala Dosa,South Indian,Snack,Keto,"Rice, Lentils, Potato",767,13,Hard,Festive
M0313,Lemon Rice,South Indian,Dinner,Non-Vegetarian,"Rice, Lemon, Spices",858,35,Hard,Festive
M0314,Upma,South Indian,Dinner,Vegan,"Rava, Vegetables, Spices",189,29,Easy,Party
M0315,Pongal,South Indian,Dinner,Vegan,"Rice, Moong Dal, Ghee",621,45,Hard,Party
M0316,Vada,South Indian,Lunch,Gluten-Free,"Lentils, Spices",218,14,Easy,Daily
M0317,Rasam Rice,South Indian,Dinner,Gluten-Free,"Tamarind, Tomato, Spices",562,34,Hard,Restaurant-Special
M0318,Chicken Chettinad,South Indian,Snack,Vegan,"Chicken, Coconut, Spices",590,15,Medium,Restaurant-Special
M0319,Chicken Chettinad,South Indian,Lunch,Keto,"Chicken, Coconut, Spices",376,43,Easy,Festive
M0320,Upma,South Indian,Dinner,High-Protein,"Rava, Vegetables, Spices",440,23,Medium,Restaurant-Special
M0321,Vada,South Indian,Lunch,Gluten-Free,"Lentils, Spices",829,38,Medium,Restaurant-Special
M0322,Upma,South Indian,Lunch,High-Protein,"Rava, Vegetables, Spices",151,32,Medium,Party
M0323,Masala Dosa,South Indian,Dinner,Non-Vegetarian,"Rice, Lentils, Potato",263,25,Hard,Party
M0324,Masala Dosa,South Indian,Snack,Vegetarian,"Rice, Lentils, Potato",639,45,Medium,Daily
M0325,Lemon Rice,South Indian,Snack,Keto,"Rice, Lemon, Spices",203,14,Medium,Party
M0326,Pongal,South Indian,Dinner,High-Protein,"Rice, Moong Dal, Ghee",211,42,Medium,Restaurant-Special
M0327,Fish Curry,South Indian,Lunch,High-Protein,"Fish, Tamarind, Spices",545,30,Hard,Party
M0328,Chicken Chettinad,South Indian,Lunch,Non-Vegetarian,"Chicken, Coconut, Spices",764,42,Hard,Festive
M0329,Curd Rice,South Indian,Breakfast,Gluten-Free,"Rice, Curd, Spices",776,21,Medium,Party
M0330,Lemon Rice,South Indian,Lunch,High-Protein,"Rice, Lemon, Spices",200,24,Medium,Daily
M0331,Idli Sambar,South Indian,Snack,High-Protein,"Rice, Lentils, Vegetables",253,23,Medium,Daily
M0332,Fish Curry,South Indian,Snack,Vegetarian,"Fish, Tamarind, Spices",535,30,Easy,Daily
M0333,Rasam Rice,South Indian,Snack,Keto,"Tamarind, Tomato, Spices",279,14,Easy,Daily
M0334,Fish Curry,South Indian,Dinner,Keto,"Fish, Tamarind, Spices",722,38,Hard,Party
M0335,Vada,South Indian,Breakfast,Gluten-Free,"Lentils, Spices",726,3,Hard,Festive
M0336,Chicken Chettinad,South Indian,Dinner,Gluten-Free,"Chicken, Coconut, Spices",538,35,Medium,Restaurant-Special
M0337,Idli Sambar,South Indian,Breakfast,Gluten-Free,"Rice, Lentils, Vegetables",790,13,Hard,Party
M0338,Fish Curry,South Indian,Lunch,Vegan,"Fish, Tamarind, Spices",636,38,Hard,Restaurant-Special
M0339,Idli Sambar,South Indian,Lunch,Keto,"Rice, Lentils, Vegetables",367,40,Medium,Daily
M0340,Fish Curry,South Indian,Breakfast,Gluten-Free,"Fish, Tamarind, Spices",312,40,Hard,Daily
M0341,Masala Dosa,South Indian,Breakfast,Gluten-Free,"Rice, Lentils, Potato",596,38,Easy,Festive
M0342,Lemon Rice,South Indian,Snack,Vegan,"Rice, Lemon, Spices",613,32,Medium,Festive
M0343,Lemon Rice,South Indian,Lunch,High-Protein,"Rice, Lemon, Spices",305,26,Medium,Party
M0344,Curd Rice,South Indian,Dinner,Non-Vegetarian,"Rice, Curd, Spices",235,26,Medium,Restaurant-Special
M0345,Chicken Chettinad,South Indian,Lunch,Vegetarian,"Chicken, Coconut, Spices",770,36,Easy,Restaurant-Special
M0346,Chicken Chettinad,South Indian,Dinner,Gluten-Free,"Chicken, Coconut, Spices",479,23,Hard,Daily
M0347,Chicken Chettinad,South Indian,Dinner,Vegan,"Chicken, Coconut, Spices",480,42,Medium,Restaurant-Special
M0348,Pongal,South Indian,Dinner,Non-Vegetarian,"Rice, Moong Dal, Ghee",589,20,Medium,Restaurant-Special
M0349,Rasam Rice,South Indian,Dinner,Keto,"Tamarind, Tomato, Spices",672,6,Easy,Festive
M0350,Upma,South Indian,Dinner,Gluten-Free,"Rava, Vegetables, Spices",485,7,Easy,Festive
M0351,Lemon Rice,South Indian,Snack,Non-Vegetarian,"Rice, Lemon, Spices",614,31,Medium,Daily
M0352,Lemon Rice,South Indian,Dinner,Keto,"Rice, Lemon, Spices",565,43,Medium,Restaurant-Special
M0353,Rasam Rice,South Indian,Snack,High-Protein,"Tamarind, Tomato, Spices",751,23,Hard,Party
M0354,Idli Sambar,South Indian,Dinner,Gluten-Free,"Rice, Lentils, Vegetables",224,13,Easy,Daily
M0355,Upma,South Indian,Snack,Vegetarian,"Rava, Vegetables, Spices",480,17,Easy,Restaurant-Special
M0356,Rasam Rice,South Indian,Dinner,Keto,"Tamarind, Tomato, Spices",287,9,Medium,Festive
M0357,Rasam Rice,South Indian,Dinner,Non-Vegetarian,"Tamarind, Tomato, Spices",841,13,Hard,Party
M0358,Lemon Rice,South Indian,Breakfast,High-Protein,"Rice, Lemon, Spices",863,12,Easy,Festive
M0359,Rasam Rice,South Indian,Snack,Non-Vegetarian,"Tamarind, Tomato, Spices",293,18,Medium,Restaurant-Special
M0360,Vada,South Indian,Lunch,Gluten-Free,"Lentils, Spices",815,23,Medium,Daily
M0361,Curd Rice,South Indian,Dinner,Non-Vegetarian,"Rice, Curd, Spices",316,23,Easy,Daily
M0362,Upma,South Indian,Lunch,Vegan,"Rava, Vegetables, Spices",745,21,Easy,Festive
M0363,Fish Curry,South Indian,Dinner,Non-Vegetarian,"Fish, Tamarind, Spices",427,33,Easy,Daily
M0364,Vada,South Indian,Snack,Keto,"Lentils, Spices",196,45,Medium,Restaurant-Special
M0365,Lemon Rice,South Indian,Breakfast,Keto,"Rice, Lemon, Spices",155,31,Hard,Party
M0366,Pongal,South Indian,Snack,Non-Vegetarian,"Rice, Moong Dal, Ghee",606,33,Hard,Party
M0367,Pongal,South Indian,Breakfast,Gluten-Free,"Rice, Moong Dal, Ghee",721,27,Medium,Restaurant-Special
M0368,Chicken Chettinad,South Indian,Snack,Gluten-Free,"Chicken, Coconut, Spices",852,9,Hard,Party
M0369,Pongal,South Indian,Snack,Vegan,"Rice, Moong Dal, Ghee",237,26,Easy,Festive
M0370,Fish Curry,South Indian,Snack,Vegan,"Fish, Tamarind, Spices",190,18,Hard,Festive
M0371,Idli Sambar,South Indian,Breakfast,Vegetarian,"Rice, Lentils, Vegetables",741,15,Hard,Daily
M0372,Rasam Rice,South Indian,Lunch,Non-Vegetarian,"Tamarind, Tomato, Spices",712,8,Hard,Restaurant-Special
M0373,Pongal,South Indian,Breakfast,Vegan,"Rice, Moong Dal, Ghee",711,11,Hard,Restaurant-Special
M0374,Vada,South Indian,Snack,Keto,"Lentils, Spices",306,5,Easy,Party
M0375,Pongal,South Indian,Lunch,Gluten-Free,"Rice, Moong Dal, Ghee",842,41,Easy,Festive
M0376,Pongal,South Indian,Snack,Keto,"Rice, Moong Dal, Ghee",225,24,Hard,Restaurant-Special
M0377,Pongal,South Indian,Breakfast,Non-Vegetarian,"Rice, Moong Dal, Ghee",309,27,Easy,Party
M0378,Lemon Rice,South Indian,Dinner,Vegetarian,"Rice, Lemon, Spices",462,30,Easy,Festive
M0379,Idli Sambar,South Indian,Dinner,Vegan,"Rice, Lentils, Vegetables",245,35,Easy,Festive
M0380,Chicken Chettinad,South Indian,Breakfast,High-Protein,"Chicken, Coconut, Spices",667,11,Easy,Festive
M0381,Vada,South Indian,Breakfast,High-Protein,"Lentils, Spices",191,19,Easy,Festive
M0382,Curd Rice,South Indian,Snack,Gluten-Free,"Rice, Curd, Spices",439,3,Hard,Festive
M0383,Upma,South Indian,Lunch,High-Protein,"Rava, Vegetables, Spices",367,23,Hard,Restaurant-Special
M0384,Chicken Chettinad,South Indian,Lunch,Keto,"Chicken, Coconut, Spices",891,42,Easy,Daily
M0385,Rasam Rice,South Indian,Snack,Gluten-Free,"Tamarind, Tomato, Spices",435,25,Medium,Daily
M0386,Rasam Rice,South Indian,Dinner,Keto,"Tamarind, Tomato, Spices",464,33,Easy,Restaurant-Special
M0387,Masala Dosa,South Indian,Snack,Vegan,"Rice, Lentils, Potato",744,26,Easy,Daily
M0388,Upma,South Indian,Snack,Vegetarian,"Rava, Vegetables, Spices",385,41,Hard,Restaurant-Special
M0389,Lemon Rice,South Indian,Breakfast,Vegan,"Rice, Lemon, Spices",471,31,Medium,Daily
M0390,Lemon Rice,South Indian,Dinner,Vegan,"Rice, Lemon, Spices",730,10,Medium,Festive
M0391,Idli Sambar,South Indian,Lunch,Vegetarian,"Rice, Lentils, Vegetables",373,36,Hard,Party
M0392,Masala Dosa,South Indian,Dinner,High-Protein,"Rice, Lentils, Potato",403,31,Easy,Party
M0393,Masala Dosa,South Indian,Breakfast,Vegan,"Rice, Lentils, Potato",327,4,Medium,Festive
M0394,Idli Sambar,South Indian,Dinner,High-Protein,"Rice, Lentils, Vegetables",290,40,Medium,Restaurant-Special
M0395,Vada,South Indian,Dinner,Vegetarian,"Lentils, Spices",887,5,Medium,Festive
M0396,Rasam Rice,South Indian,Dinner,Non-Vegetarian,"Tamarind, Tomato, Spices",382,18,Hard,Daily
M0397,Lemon Rice,South Indian,Lunch,Vegetarian,"Rice, Lemon, Spices",464,6,Easy,Festive
M0398,Fish Curry,South Indian,Snack,Gluten-Free,"Fish, Tamarind, Spices",242,33,Hard,Festive
M0399,Masala Dosa,South Indian,Snack,High-Protein,"Rice, Lentils, Potato",843,29,Hard,Restaurant-Special
M0400,Fish Curry,South Indian,Dinner,High-Protein,"Fish, Tamarind, Spices",783,40,Hard,Festive
M0401,Fish Curry,South Indian,Dinner,Non-Vegetarian,"Fish, Tamarind, Spices",550,34,Easy,Restaurant-Special
M0402,Lemon Rice,South Indian,Snack,Vegan,"Rice, Lemon, Spices",636,31,Easy,Daily
M0403,Rasam Rice,South Indian,Breakfast,Non-Vegetarian,"Tamarind, Tomato, Spices",235,20,Easy,Restaurant-Special
M0404,Fish Curry,South Indian,Dinner,Gluten-Free,"Fish, Tamarind, Spices",458,36,Easy,Restaurant-Special
M0405,Pongal,South Indian,Dinner,Non-Vegetarian,"Rice, Moong Dal, Ghee",768,23,Easy,Restaurant-Special
M0406,Chicken Chettinad,South Indian,Lunch,Gluten-Free,"Chicken, Coconut, Spices",177,21,Medium,Daily
M0407,Vada,South Indian,Lunch,Vegetarian,"Lentils, Spices",187,7,Medium,Restaurant-Special
M0408,Upma,South Indian,Dinner,Vegan,"Rava, Vegetables, Spices",455,45,Hard,Festive
M0409,Vada,South Indian,Dinner,Keto,"Lentils, Spices",162,35,Medium,Daily
M0410,Lemon Rice,South Indian,Dinner,Vegan,"Rice, Lemon, Spices",364,25,Medium,Daily
M0411,Masala Dosa,South Indian,Lunch,Vegetarian,"Rice, Lentils, Potato",157,20,Hard,Restaurant-Special
M0412,Curd Rice,South Indian,Dinner,Keto,"Rice, Curd, Spices",855,40,Easy,Festive
M0413,Masala Dosa,South Indian,Breakfast,Keto,"Rice, Lentils, Potato",481,21,Hard,Restaurant-Special
M0414,Fish Curry,South Indian,Breakfast,High-Protein,"Fish, Tamarind, Spices",343,4,Hard,Daily
M0415,Pongal,South Indian,Dinner,Keto,"Rice, Moong Dal, Ghee",552,29,Hard,Daily
M0416,Rasam Rice,South Indian,Breakfast,High-Protein,"Tamarind, Tomato, Spices",838,16,Medium,Daily
M0417,Masala Dosa,South Indian,Snack,Gluten-Free,"Rice, Lentils, Potato",457,34,Hard,Daily
M0418,Chicken Chettinad,South Indian,Breakfast,High-Protein,"Chicken, Coconut, Spices",361,19,Easy,Daily
M0419,Rasam Rice,South Indian,Snack,High-Protein,"Tamarind, Tomato, Spices",844,21,Hard,Party
M0420,Idli Sambar,South Indian,Snack,Non-Vegetarian,"Rice, Lentils, Vegetables",218,37,Easy,Party
M0421,Masala Dosa,South Indian,Lunch,High-Protein,"Rice, Lentils, Potato",779,31,Hard,Festive
M0422,Chicken Chettinad,South Indian,Lunch,Keto,"Chicken, Coconut, Spices",215,31,Medium,Restaurant-Special
M0423,Rasam Rice,South Indian,Dinner,High-Protein,"Tamarind, Tomato, Spices",877,19,Medium,Festive
M0424,Vada,South Indian,Dinner,High-Protein,"Lentils, Spices",791,24,Easy,Restaurant-Special
M0425,Lemon Rice,South Indian,Lunch,Keto,"Rice, Lemon, Spices",842,32,Medium,Restaurant-Special
M0426,Rasam Rice,South Indian,Dinner,High-Protein,"Tamarind, Tomato, Spices",743,33,Hard,Party
M0427,Curd Rice,South Indian,Lunch,High-Protein,"Rice, Curd, Spices",801,42,Medium,Daily
M0428,Rasam Rice,South Indian,Dinner,Vegan,"Tamarind, Tomato, Spices",512,30,Hard,Festive
M0429,Idli Sambar,South Indian,Breakfast,Vegan,"Rice, Lentils, Vegetables",281,4,Easy,Restaurant-Special
M0430,Pongal,South Indian,Snack,Gluten-Free,"Rice, Moong Dal, Ghee",304,41,Medium,Party
M0431,Fish Curry,South Indian,Dinner,Vegetarian,"Fish, Tamarind, Spices",596,19,Hard,Restaurant-Special
M0432,Fish Curry,South Indian,Snack,Keto,"Fish, Tamarind, Spices",427,39,Medium,Restaurant-Special
M0433,Curd Rice,South Indian,Breakfast,Keto,"Rice, Curd, Spices",278,32,Hard,Daily
M0434,Curd Rice,South Indian,Snack,Non-Vegetarian,"Rice, Curd, Spices",312,31,Hard,Party
M0435,Fish Curry,South Indian,Dinner,Gluten-Free,"Fish, Tamarind, Spices",197,16,Easy,Daily
M0436,Upma,South Indian,Breakfast,Non-Vegetarian,"Rava, Vegetables, Spices",858,23,Easy,Daily
M0437,Vada,South Indian,Dinner,Gluten-Free,"Lentils, Spices",630,37,Easy,Restaurant-Special
M0438,Curd Rice,South Indian,Dinner,Non-Vegetarian,"Rice, Curd, Spices",694,32,Hard,Festive
M0439,Idli Sambar,South Indian,Dinner,Gluten-Free,"Rice, Lentils, Vegetables",319,12,Hard,Restaurant-Special
M0440,Vada,South Indian,Snack,Vegetarian,"Lentils, Spices",507,28,Hard,Daily
M0441,Curd Rice,South Indian,Dinner,Gluten-Free,"Rice, Curd, Spices",543,24,Medium,Daily
M0442,Masala Dosa,South Indian,Lunch,Keto,"Rice, Lentils, Potato",274,9,Medium,Daily
M0443,Curd Rice,South Indian,Snack,Vegetarian,"Rice, Curd, Spices",816,33,Easy,Daily
M0444,Upma,South Indian,Snack,Gluten-Free,"Rava, Vegetables, Spices",740,27,Easy,Restaurant-Special
M0445,Upma,South Indian,Snack,Vegetarian,"Rava, Vegetables, Spices",355,41,Easy,Festive
M0446,Idli Sambar,South Indian,Dinner,Vegan,"Rice, Lentils, Vegetables",788,12,Hard,Festive
M0447,Curd Rice,South Indian,Snack,Non-Vegetarian,"Rice, Curd, Spices",858,44,Hard,Restaurant-Special
M0448,Vada,South Indian,Snack,Gluten-Free,"Lentils, Spices",367,32,Hard,Festive
M0449,Curd Rice,South Indian,Lunch,Gluten-Free,"Rice, Curd, Spices",458,8,Medium,Festive
M0450,Rasam Rice,South Indian,Snack,Keto,"Tamarind, Tomato, Spices",651,40,Medium,Party
M0451,Curd Rice,South Indian,Snack,Non-Vegetarian,"Rice, Curd, Spices",479,14,Hard,Festive
M0452,Upma,South Indian,Lunch,Non-Vegetarian,"Rava, Vegetables, Spices",638,15,Medium,Party
M0453,Curd Rice,South Indian,Lunch,Non-Vegetarian,"Rice, Curd, Spices",617,28,Hard,Daily
M0454,Chicken Chettinad,South Indian,Dinner,Non-Vegetarian,"Chicken, Coconut, Spices",308,35,Easy,Party
M0455,Fish Curry,South Indian,Snack,Vegan,"Fish, Tamarind, Spices",825,44,Hard,Restaurant-Special
M0456,Fish Curry,South Indian,Breakfast,Vegan,"Fish, Tamarind, Spices",617,34,Hard,Festive
M0457,Lemon Rice,South Indian,Dinner,High-Protein,"Rice, Lemon, Spices",477,11,Medium,Restaurant-Special
M0458,Vada,South Indian,Lunch,High-Protein,"Lentils, Spices",892,12,Medium,Restaurant-Special
M0459,Vada,South Indian,Snack,Keto,"Lentils, Spices",697,35,Easy,Party
M0460,Upma,South Indian,Lunch,Gluten-Free,"Rava, Vegetables, Spices",371,12,Easy,Festive
M0461,Pongal,South Indian,Lunch,Non-Vegetarian,"Rice, Moong Dal, Ghee",205,6,Medium,Daily
M0462,Masala Dosa,South Indian,Breakfast,Vegetarian,"Rice, Lentils, Potato",166,5,Easy,Restaurant-Special
M0463,Lemon Rice,South Indian,Lunch,Non-Vegetarian,"Rice, Lemon, Spices",179,32,Easy,Daily
M0464,Idli Sambar,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Vegetables",787,13,Hard,Party
M0465,Masala Dosa,South Indian,Snack,Gluten-Free,"Rice, Lentils, Potato",774,17,Medium,Daily
M0466,Masala Dosa,South Indian,Snack,Keto,"Rice, Lentils, Potato",718,29,Hard,Restaurant-Special
M0467,Idli Sambar,South Indian,Dinner,Vegan,"Rice, Lentils, Vegetables",737,21,Hard,Party
M0468,Fish Curry,South Indian,Dinner,High-Protein,"Fish, Tamarind, Spices",547,22,Medium,Party
M0469,Curd Rice,South Indian,Snack,Keto,"Rice, Curd, Spices",227,13,Easy,Daily
M0470,Lemon Rice,South Indian,Lunch,High-Protein,"Rice, Lemon, Spices",603,24,Hard,Party
M0471,Fish Curry,South Indian,Lunch,Gluten-Free,"Fish, Tamarind, Spices",870,7,Medium,Restaurant-Special
M0472,Lemon Rice,South Indian,Dinner,High-Protein,"Rice, Lemon, Spices",884,45,Hard,Party
M0473,Pongal,South Indian,Dinner,Vegetarian,"Rice, Moong Dal, Ghee",797,3,Easy,Festive
M0474,Chicken Chettinad,South Indian,Breakfast,Vegan,"Chicken, Coconut, Spices",292,4,Hard,Festive
M0475,Vada,South Indian,Snack,Gluten-Free,"Lentils, Spices",614,14,Easy,Daily
M0476,Rasam Rice,South Indian,Breakfast,Vegetarian,"Tamarind, Tomato, Spices",626,31,Easy,Festive
M0477,Masala Dosa,South Indian,Snack,High-Protein,"Rice, Lentils, Potato",382,34,Hard,Restaurant-Special
M0478,Idli Sambar,South Indian,Snack,Vegetarian,"Rice, Lentils, Vegetables",841,23,Easy,Restaurant-Special
M0479,Pongal,South Indian,Snack,Vegan,"Rice, Moong Dal, Ghee",270,36,Hard,Daily
M0480,Curd Rice,South Indian,Lunch,High-Protein,"Rice, Curd, Spices",550,15,Hard,Daily
M0481,Fish Curry,South Indian,Breakfast,Vegan,"Fish, Tamarind, Spices",831,38,Easy,Daily
M0482,Upma,South Indian,Lunch,Keto,"Rava, Vegetables, Spices",882,42,Medium,Festive
M0483,Fish Curry,South Indian,Dinner,Vegan,"Fish, Tamarind, Spices",674,36,Easy,Daily
